tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|MSWV|Main Street Financial Services Corp Common Shares|OTCN OTC LINK NQB IDQS|OTCN|200|2|2025-12-15
OTC|MSWWS|MASTERWORKS 262 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|31|2|2025-12-15
OTC|MTBLY|Moatable, Inc. American Depositary Share (each representing forty-five (45) Class A Ordinary|OTCN OTC LINK NQB IDQS|OTCN|4651|13|2025-12-15
OTC|MTHRY|M3, INC.  American Depositary Receipts - Unsponsored  Japan(JP )|ARCA GLOBAL OTC|ARCA|27179|69|2025-12-15
OTC|MTHRY|M3, INC.  American Depositary Receipts - Unsponsored  Japan(JP )|OTCN OTC LINK NQB IDQS|OTCN|9046|45|2025-12-15
OTC|MTHRY|M3, INC.  American Depositary Receipts - Unsponsored  Japan(JP )|OTCX OTC LINK ECN ATS|OTCX|19877|104|2025-12-15
OTC|MTLFF|Metallis Resources, Inc. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|1000|1|2025-12-15
OTC|MTNOY|MTN Group, Ltd. Sponsored American Depositary Receipt|ARCA GLOBAL OTC|ARCA|401|8|2025-12-15
OTC|MTNOY|MTN Group, Ltd. Sponsored American Depositary Receipt|OTCN OTC LINK NQB IDQS|OTCN|3|1|2025-12-15
OTC|MTRAF|Metro Inc Cl A Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|500|3|2025-12-15
OTC|MTRAF|Metro Inc Cl A Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|766|4|2025-12-15
OTC|MTRWS|MASTERWORKS 058 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|375|5|2025-12-15
OTC|MTSFY|Mitsui Fudosan Co Ltd Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|9663|52|2025-12-15
OTC|MTSFY|Mitsui Fudosan Co Ltd Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|2759|26|2025-12-15
OTC|MTSFY|Mitsui Fudosan Co Ltd Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|4006|30|2025-12-15
OTC|MTSUY|Mitsubishi Corp American Depositary Receipts - Unsponsored (Japan)|ARCA GLOBAL OTC|ARCA|19046|77|2025-12-15
OTC|MTSUY|Mitsubishi Corp American Depositary Receipts - Unsponsored (Japan)|OTCN OTC LINK NQB IDQS|OTCN|12332|68|2025-12-15
OTC|MTSUY|Mitsubishi Corp American Depositary Receipts - Unsponsored (Japan)|OTCX OTC LINK ECN ATS|OTCX|9402|85|2025-12-15
OTC|MTTRF|Mattr Corp. Ordinary Shares|ARCA GLOBAL OTC|ARCA|700|2|2025-12-15
OTC|MTTRF|Mattr Corp. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|1700|4|2025-12-15
OTC|MTTRF|Mattr Corp. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|2147|4|2025-12-15
OTC|MTTTS|MASTERWORKS 222 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MTUAY|MTU Aero Engines AG Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|2573|165|2025-12-15
OTC|MTUAY|MTU Aero Engines AG Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|1700|67|2025-12-15
OTC|MTUAY|MTU Aero Engines AG Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|2264|195|2025-12-15
OTC|MTWFS|MASTERWORKS 041 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|968|18|2025-12-15
OTC|MTWIS|MASTERWORKS 053 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|106|4|2025-12-15
OTC|MTWJS|MASTERWORKS 062 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|7|3|2025-12-15
OTC|MTWKS|MASTERWORKS 061LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|24|1|2025-12-15
OTC|MTWLS|MASTERWORKS 064 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|101|3|2025-12-15
OTC|MTWO|M2i Global, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|245657|45|2025-12-15
OTC|MTWO|M2i Global, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|129800|19|2025-12-15
OTC|MTWRS|MASTERWORKS 220 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|100|2|2025-12-15
OTC|MUEL|Paul Mueller Company Common Stock|OTCN OTC LINK NQB IDQS|OTCN|46|6|2025-12-15
OTC|MUEL|Paul Mueller Company Common Stock|OTCX OTC LINK ECN ATS|OTCX|12|2|2025-12-15
OTC|MUNMF|Mundoro Capital Inc Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|180|1|2025-12-15
OTC|MURGY|Muenchener Re Group AG Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|134397|262|2025-12-15
OTC|MURGY|Muenchener Re Group AG Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|83766|243|2025-12-15
OTC|MURGY|Muenchener Re Group AG Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|199567|415|2025-12-15
OTC|MUSLF|Promino Nutritional Sciences Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|333|1|2025-12-15
OTC|MVES|The Movie Studio, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|90000|1|2025-12-15
OTC|MVFTS|MASTERWORKS VAULT 5 LLC CO INT SER 353 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|1|2025-12-15
OTC|MVLA|MOVELLA HLDGS INC COM|OTCX OTC LINK ECN ATS|OTCX|11320|4|2025-12-15
OTC|MVLTS|MASTERWORKS VAULT 2 LLC LLC CO INT SER 306 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|11|1|2025-12-15
OTC|MVLY|Mission Valley Bancorp (Sun Valley, CA) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|6594|2|2025-12-15
OTC|MVMDF|MOUNTAIN VY MD INC COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|5000|1|2025-12-15
OTC|MVTCS|MASTERWORKS VAULT 3 LLC CO INT SER 432 SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MVTHS|MASTERWORKS VAULT 5 LLC CO INT SER 449 SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MVWKS|MASTERWORKS 146 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|37|3|2025-12-15
OTC|MWAGS|MASTERWORKS VAULT 1 LLC LLC CO INT SER 420 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|11|2|2025-12-15
OTC|MWAI|MedWellAI, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1|1|2025-12-15
OTC|MWBHS|MASTERWORKS 026 LLC LTD LIABILITY CO INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|6|1|2025-12-15
OTC|MWCMS|MASTERWORKS 216 LLC LTD LIABILITY CO INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MWDMS|MASTERWORKS 042 LLC LTD LIABILITY CO INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|2|2025-12-15
OTC|MWEPS|MASTERWORKS VAULT 2 LLC LLC CO INT SER 333 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|2|2025-12-15
OTC|MWERS|MASTERWORKS 096 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|461|9|2025-12-15
OTC|MWHTS|MASTERWORKS 187 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|2|2025-12-15
OTC|MWKCS|MASTERWORKS 120 LLC LTD LIABILITY CO INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MWKES|MASTERWORKS 085 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|45|2|2025-12-15
OTC|MWKGS|MASTERWORKS 228 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|101|2|2025-12-15
OTC|MWKIS|MASTERWORKS 125 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|19|2|2025-12-15
OTC|MWKLS|MASTERWORKS 261 LLC LTD LIABILITY CO INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|50|3|2025-12-15
OTC|MWKNS|MASTERWORKS 092 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|35|6|2025-12-15
OTC|MWKQS|MASTERWORKS 166 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|63|3|2025-12-15
OTC|MWKRS|MASTERWORKS 001 LLC LTD LIABILITY CO INTS CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MWKSS|MASTERWORKS 054 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|250|3|2025-12-15
OTC|MWKWS|MASTERWORKS 140 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|12|1|2025-12-15
OTC|MWKXS|MASTERWORKS 149 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|94|6|2025-12-15
OTC|MWLLS|MASTERWORKS 258 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|9|2|2025-12-15
OTC|MWLYS|MASTERWORKS VAULT 2 LLC LLC CO INT SER 410 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|1|2025-12-15
OTC|MWMBS|MASTERWORKS 116 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|31|1|2025-12-15
OTC|MWOFS|MASTERWORKS 155 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|1|2025-12-15
OTC|MWOHS|MASTERWORKS 049 LLC LTD LIABILITY CO INT CLRES OF BENEFICIAL INTEREST A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|282|10|2025-12-15
OTC|MWOOS|MASTERWORKS 079 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|25|1|2025-12-15
OTC|MWOPS|MASTERWORKS 027 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|6|2|2025-12-15
OTC|MWOSS|MASTERWORKS 161 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|259|5|2025-12-15
OTC|MWOTS|MASTERWORKS 030 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|927|15|2025-12-15
OTC|MWOXS|MASTERWORKS 130 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|356|10|2025-12-15
OTC|MWOYS|MASTERWORKS 034 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|14|2|2025-12-15
OTC|MWOZS|MASTERWORKS 271 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|1|2025-12-15
OTC|MWQAS|MASTERWORKS 219 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|25|1|2025-12-15
OTC|MWQFS|MASTERWORKS 088 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|957|11|2025-12-15
OTC|MWQGS|MASTERWORKS 133 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|26|1|2025-12-15
OTC|MWQHS|MASTERWORKS 110 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|15|1|2025-12-15
OTC|MWQKS|MASTERWORKS 052 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|9|4|2025-12-15
OTC|MWQQS|MASTERWORKS 196 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|40|3|2025-12-15
OTC|MWQSS|MASTERWORKS 021 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|75|2|2025-12-15
OTC|MWQTS|MASTERWORKS 109 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|290|3|2025-12-15
OTC|MWQVS|MASTERWORKS 185 LLC LTD LIABILITY CO INT CL A SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|13|2|2025-12-15
OTC|MWRAS|MASTERWORKS 051 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|44|2|2025-12-15
OTC|MWRBS|MASTERWORKS 029 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|1|2025-12-15
OTC|MWRCS|MASTERWORKS 122 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|699|12|2025-12-15
OTC|MWRES|MASTERWORKS 075 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|35|4|2025-12-15
OTC|MWRFS|MASTERWORKS 137 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|25|1|2025-12-15
OTC|MWRIS|MASTERWORKS 013 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|1|2025-12-15
OTC|MWRJS|MASTERWORKS 282 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|624|6|2025-12-15
OTC|MWRLS|MASTERWORKS 093 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|562|12|2025-12-15
OTC|MWROS|MASTERWORKS 270 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|7|1|2025-12-15
OTC|MWRPS|MASTERWORKS VAULT 2 LLC CO INT SER 397|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|15|3|2025-12-15
OTC|MWRQS|MASTERWORKS 074 LLC CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|207|7|2025-12-15
OTC|MWRRS|MASTERWORKS VAULT 5 LLC INT SER 430|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MWRTS|MASTERWORKS 246 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|50|3|2025-12-15
OTC|MWRXS|MASTERWORKS 044 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|97|6|2025-12-15
OTC|MWRYS|MASTERWORKS 104 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|1|2025-12-15
OTC|MWRZS|MASTERWORKS 117 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|350|6|2025-12-15
OTC|MWSAS|MASTERWORKS 254 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MWSSS|MASTERWORKS 066 LLC LTD LIABILITY CO INT CL A  Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|1|2025-12-15
OTC|MWSWS|MASTERWORKS 243 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|797|11|2025-12-15
OTC|MWSXS|MASTERWORKS 170 LLC INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|41|2|2025-12-15
OTC|MWTFS|MASTERWORKS 247 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|2|2025-12-15
OTC|MWTOS|MASTERWORKS 208 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|86|5|2025-12-15
OTC|MWTSS|MASTERWORKS 273 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|1|2025-12-15
OTC|MWVDS|MASTERWORKS VAULT 1 LLC CO INT SER 309 SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|5|1|2025-12-15
OTC|MWVKS|MASTERWORKS VAULT 4 LLC CO INT SER 380 SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|4|1|2025-12-15
OTC|MWVLS|MASTERWORKS VAULT 4 LLC LLC CO INT SER 385 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|49|5|2025-12-15
OTC|MWVTS|MASTERWORKS VAULT 2 LLC LLC CO INT SER 308 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|26|1|2025-12-15
OTC|MWVWS|MASTERWORKS VAULT 2 LLC CO INT SER 310 SHARES OF BENEFICIAL INTEREST|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|20|1|2025-12-15
OTC|MWWKS|MASTERWORKS 134 LLC LTD LIABILITY CO INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|40|2|2025-12-15
OTC|MWXFS|MASTERWORKS VAULT 2 LLC CO INT SER 314 Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|25|2|2025-12-15
OTC|MWXNS|MASTERWORKS 197 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|37|3|2025-12-15
OTC|MWXOS|MASTERWORKS 105 LLC INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|14|1|2025-12-15
OTC|MWXSS|MASTERWORKS 069 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|1|1|2025-12-15
OTC|MWXXS|MASTERWORKS 068 LLC INT CL A|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|15|2|2025-12-15
OTC|MWYKS|MASTERWORKS 063 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|55|7|2025-12-15
OTC|MWYYS|MASTERWORKS 098 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|1|2025-12-15
OTC|MWZNS|MASTERWORKS 090 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|69|2|2025-12-15
OTC|MWZWS|MASTERWORKS 179 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|31|4|2025-12-15
OTC|MXCHY|ORBIA ADVANCE CORP S A B DE C V American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|MXGFF|Maxim Power Corp Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|1000|1|2025-12-15
OTC|MXKHS|MASTERWORKS 188 LLC INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|282|8|2025-12-15
OTC|MXOOS|MASTERWORKS 114 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|50|1|2025-12-15
OTC|MXOZS|MASTERWORKS 106 LLC LTD LIABILITY CO INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|228|8|2025-12-15
OTC|MXROF|Max Resource Corp. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|34000|2|2025-12-15
OTC|MXTFS|MASTERWORKS 242 LLC INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|22|2|2025-12-15
OTC|MXTSS|MASTERWORKS 206 LLC INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|10|2|2025-12-15
OTC|MXWNS|MASTERWORKS 190 LLC INT CL A Shares of Beneficial Interest|PPEX NORTH CAPITAL PRIVATE SECURITIES CORPORATION|PPEX|2|1|2025-12-15
OTC|MYIDF|Reklaim Ltd. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|1470|1|2025-12-15
OTC|MYRUF|MYRIAD URANIUM CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|150307|19|2025-12-15
OTC|MYRUF|MYRIAD URANIUM CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|32870|18|2025-12-15
OTC|MYTAY|Magyar Telekom Telecommunications PLC. American Depositary Shares (Each Representing five Ordinary Shares)|ARCA GLOBAL OTC|ARCA|115|2|2025-12-15
OTC|MYTAY|Magyar Telekom Telecommunications PLC. American Depositary Shares (Each Representing five Ordinary Shares)|OTCN OTC LINK NQB IDQS|OTCN|304|3|2025-12-15
OTC|MYTAY|Magyar Telekom Telecommunications PLC. American Depositary Shares (Each Representing five Ordinary Shares)|OTCX OTC LINK ECN ATS|OTCX|6|1|2025-12-15
OTC|MZDAY|Mazda Motor Corp Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|43607|130|2025-12-15
OTC|MZDAY|Mazda Motor Corp Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|24712|105|2025-12-15
OTC|MZDAY|Mazda Motor Corp Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|8100|22|2025-12-15
OTC|NABZY|National Australia Bank Limited Common Stock|ARCA GLOBAL OTC|ARCA|37973|101|2025-12-15
OTC|NABZY|National Australia Bank Limited Common Stock|OTCN OTC LINK NQB IDQS|OTCN|16145|65|2025-12-15
OTC|NABZY|National Australia Bank Limited Common Stock|OTCX OTC LINK ECN ATS|OTCX|6936|42|2025-12-15
OTC|NACB|NATIONAL CAP BANCORP INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|NATBF|NATBRIDGE RES LTD Common Shares|OTCN OTC LINK NQB IDQS|OTCN|500|1|2025-12-15
OTC|NATBF|NATBRIDGE RES LTD Common Shares|OTCX OTC LINK ECN ATS|OTCX|300|1|2025-12-15
OTC|NAUFF|Nevgold Corp. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|15722|6|2025-12-15
OTC|NAUFF|Nevgold Corp. Common Shares|OTCX OTC LINK ECN ATS|OTCX|4000|3|2025-12-15
OTC|NBLXF|Noble Plains Uranium Corp. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|2600|3|2025-12-15
OTC|NBLXF|Noble Plains Uranium Corp. Common Shares|OTCX OTC LINK ECN ATS|OTCX|50|1|2025-12-15
OTC|NBND|NetBrands Corp. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|782143|7|2025-12-15
OTC|NBRI|North Bay Resources Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2504404|10|2025-12-15
OTC|NBRY|Newberry Specialty Bakers, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|105000|7|2025-12-15
OTC|NBYCF|Niobay Metals Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|NCAUF|Newcore Gold Ltd Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|17083|3|2025-12-15
OTC|NCAUF|Newcore Gold Ltd Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|49000|7|2025-12-15
OTC|NCBDY|Bandai Namco Hldgs Inc American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|27096|121|2025-12-15
OTC|NCBDY|Bandai Namco Hldgs Inc American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|7382|43|2025-12-15
OTC|NCBDY|Bandai Namco Hldgs Inc American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|1125|12|2025-12-15
OTC|NCFFF|Northcliff Resources Ltd. COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|45739|11|2025-12-15
